"CODGEO";"LIBGEO";"P12_POP";"SUPERF";"typoA";"typoB"
"2B074";"Casanova";349;10;"CLASSE 4";"F"
"2B075";"Casevecchie";64;9;"CLASSE 3";"D"
"2B077";"Castellare-di-Casinca";605;9;"CLASSE 1";"C"
"2B078";"Castellare-di-Mercurio";33;6;"CLASSE 5";"A"
"2B079";"Castello-di-Rostino";414;12;"CLASSE 2";"C"
"2B080";"Castifao";160;42;"CLASSE 5";"E"
"2B081";"Castiglione";37;23;"CLASSE 3";"E"
"2B082";"Castineta";51;9;"CLASSE 5";"E"
"2B083";"Castirla";176;24;"CLASSE 3";"F"
"2B084";"Cateri";233;3;"CLASSE 4";"C"
"2B086";"Centuri";211;8;"CLASSE 3";"C"
"2B087";"Cervione";1719;11;"CLASSE 2";"E"
"2B088";"Chiatra";206;8;"CLASSE 4";"C"
"2B093";"Corbara";981;10;"CLASSE 1";"A"
"2B095";"Corscia";166;59;"CLASSE 2";"B"
"2B096";"Corte";7280;149;"CLASSE 3";"D"
"2B097";"Costa";70;1;"CLASSE 3";"C"
"2B101";"Croce";77;6;"CLASSE 3";"E"
"2B102";"Crocicchia";45;4;"CLASSE 2";"B"
"2B105";"Erbajolo";104;15;"CLASSE 1";"A"
"2B106";"Érone";9;4;"CLASSE 3";"E"
"2B107";"Ersa";152;20;"CLASSE 5";"D"
"2B109";"Farinole";203;15;"CLASSE 2";"E"
"2B110";"Favalello";61;6;"CLASSE 3";"C"
"2B111";"Felce";52;5;"CLASSE 3";"C"
"2B112";"Feliceto";204;15;"CLASSE 2";"F"
"2B113";"Ficaja";52;5;"CLASSE 4";"A"
"2B116";"Focicchia";36;7;"CLASSE 5";"C"
"2B120";"Furiani";5591;18;"CLASSE 3";"C"
"2B121";"Galéria";327;135;"CLASSE 5";"A"
"2B122";"Gavignano";39;11;"CLASSE 3";"A"
"2B123";"Ghisonaccia";3892;68;"CLASSE 3";"B"
"2B124";"Ghisoni";223;125;"CLASSE 4";"C"
"2B125";"Giocatojo";45;2;"CLASSE 3";"E"
"2B126";"Giuncaggio";55;16;"CLASSE 2";"C"
"2B134";"L'Île-Rousse";3740;3;"CLASSE 4";"E"
"2B135";"Isolaccio-di-Fiumorbo";361;41;"CLASSE 3";"F"
"2B136";"Lama";164;20;"CLASSE 3";"A"
"2B137";"Lano";24;8;"CLASSE 1";"C"
"2B138";"Lavatoggio";142;7;"CLASSE 1";"B"
"2B140";"Lento";117;24;"CLASSE 4";"A"
"2B143";"Linguizzetta";1079;65;"CLASSE 2";"C"
"2B145";"Loreto-di-Casinca";230;8;"CLASSE 2";"B"
"2B147";"Lozzi";122;31;"CLASSE 4";"A"
"2B148";"Lucciana";4883;29;"CLASSE 3";"E"
"2B149";"Lugo-di-Nazza";115;25;"CLASSE 4";"C"
"2B150";"Lumio";1212;19;"CLASSE 1";"D"
"2B152";"Luri";750;28;"CLASSE 4";"D"
"2B153";"Manso";107;121;"CLASSE 5";"F"
"2B155";"Matra";43;6;"CLASSE 5";"B"
"2B156";"Mausoléo";17;19;"CLASSE 5";"F"
"2B157";"Mazzola";26;7;"CLASSE 5";"B"
"2B159";"Meria";99;20;"CLASSE 1";"B"
"2B161";"Moïta";81;6;"CLASSE 3";"E"
"2B162";"Moltifao";734;55;"CLASSE 2";"E"
"2B164";"Monacia-d'Orezza";32;5;"CLASSE 5";"C"
"2B165";"Moncale";281;7;"CLASSE 3";"C"
"2B166";"Monte";622;15;"CLASSE 2";"C"
"2B167";"Montegrosso";453;23;"CLASSE 4";"C"
"2B168";"Monticello";1740;11;"CLASSE 1";"E"
"2B169";"Morosaglia";1134;24;"CLASSE 5";"C"
"2B170";"Morsiglia";138;13;"CLASSE 1";"C"
"2B171";"Muracciole";43;14;"CLASSE 3";"C"
"2B172";"Murato";626;20;"CLASSE 3";"B"
"2B173";"Muro";235;8;"CLASSE 4";"A"
"2B175";"Nessa";108;6;"CLASSE 5";"D"
"2B176";"Nocario";60;3;"CLASSE 4";"E"
"2B177";"Noceta";54;19;"CLASSE 3";"C"
"2B178";"Nonza";72;8;"CLASSE 5";"B"
"2B179";"Novale";53;5;"CLASSE 2";"A"
"2B180";"Novella";88;30;"CLASSE 5";"C"
"2B182";"Occhiatana";176;13;"CLASSE 2";"B"
"2B183";"Ogliastro";104;9;"CLASSE 5";"A"
"2B184";"Olcani";84;14;"CLASSE 3";"D"
"2B185";"Oletta";1533;27;"CLASSE 2";"E"
"2B187";"Olmeta-di-Capocorso";144;22;"CLASSE 5";"B"
"2B188";"Olmeta-di-Tuda";398;17;"CLASSE 5";"F"
"2B190";"Olmi-Cappella";184;51;"CLASSE 3";"B"
"2B192";"Olmo";184;4;"CLASSE 4";"E"
"2B193";"Omessa";536;24;"CLASSE 2";"A"
"2B194";"Ortale";26;4;"CLASSE 1";"B"
"2B195";"Ortiporio";131;5;"CLASSE 5";"C"
"2B199";"Palasca";153;50;"CLASSE 2";"D"
"2B201";"Pancheraccia";166;14;"CLASSE 2";"B"
"2B202";"Parata";31;3;"CLASSE 4";"C"
"2B205";"Patrimonio";689;17;"CLASSE 1";"D"
"2B206";"Penta-Acquatella";36;3;"CLASSE 4";"A"
"2B207";"Penta-di-Casinca";3247;19;"CLASSE 2";"A"
"2B208";"Perelli";112;6;"CLASSE 2";"A"
"2B210";"Pero-Casevecchie";128;5;"CLASSE 4";"E"
"2B213";"Pianello";59;17;"CLASSE 4";"A"
"2B214";"Piano";23;3;"CLASSE 4";"C"
"2B216";"Piazzali";17;1;"CLASSE 3";"E"
"2B217";"Piazzole";48;4;"CLASSE 3";"D"
"2B218";"Piedicorte-di-Gaggio";103;27;"CLASSE 4";"A"
"2B219";"Piedicroce";127;3;"CLASSE 5";"B"
"2B220";"Piedigriggio";145;10;"CLASSE 3";"A"
"2B221";"Piedipartino";17;3;"CLASSE 4";"B"
"2B222";"Pie-d'Orezza";36;6;"CLASSE 4";"F"
"2B223";"Pietralba";430;39;"CLASSE 1";"E"
"2B224";"Pietracorbara";616;26;"CLASSE 2";"D"
"2B225";"Pietra-di-Verde";111;9;"CLASSE 4";"B"
"2B226";"Pietraserena";74;7;"CLASSE 4";"A"
"2B227";"Pietricaggio";36;5;"CLASSE 2";"E"
"2B229";"Pietroso";244;26;"CLASSE 3";"A"
"2B230";"Piève";115;20;"CLASSE 5";"B"
"2B231";"Pigna";100;2;"CLASSE 1";"A"
"2B233";"Pino";148;7;"CLASSE 5";"C"
"2B234";"Piobetta";22;5;"CLASSE 4";"D"
"2B235";"Pioggiola";88;19;"CLASSE 3";"C"
"2B236";"Poggio-di-Nazza";173;33;"CLASSE 2";"D"
"2B238";"Poggio-di-Venaco";192;13;"CLASSE 5";"C"
"2B239";"Poggio-d'Oletta";204;16;"CLASSE 1";"B"
"2B241";"Poggio-Marinaccio";30;3;"CLASSE 3";"E"
"2B242";"Poggio-Mezzana";626;9;"CLASSE 5";"E"
"2B243";"Polveroso";39;2;"CLASSE 4";"B"
"2B244";"Popolasca";50;10;"CLASSE 5";"A"
"2B245";"Porri";57;5;"CLASSE 4";"F"
"2B246";"La Porta";210;5;"CLASSE 2";"E"
"2B248";"Prato-di-Giovellina";44;12;"CLASSE 5";"C"
"2B250";"Prunelli-di-Casacconi";156;6;"CLASSE 5";"E"
"2B251";"Prunelli-di-Fiumorbo";3483;37;"CLASSE 2";"E"
"2B252";"Pruno";183;6;"CLASSE 4";"F"
"2B255";"Quercitello";50;3;"CLASSE 2";"F"
"2B256";"Rapaggio";21;3;"CLASSE 5";"E"
"2B257";"Rapale";148;10;"CLASSE 4";"A"
"2B260";"Riventosa";157;6;"CLASSE 4";"D"
"2B261";"Rogliano";560;27;"CLASSE 4";"E"
"2B263";"Rospigliani";84;10;"CLASSE 1";"A"
"2B264";"Rusio";79;9;"CLASSE 5";"D"
"2B265";"Rutali";372;17;"CLASSE 3";"B"
"2B267";"Saliceto";61;13;"CLASSE 1";"D"
"2B273";"Scata";49;3;"CLASSE 3";"C"
"2B274";"Scolca";106;7;"CLASSE 4";"D"
"2B275";"Sermano";64;8;"CLASSE 4";"B"
"2B277";"Serra-di-Fiumorbo";317;43;"CLASSE 5";"B"
"2B280";"Silvareccio";119;5;"CLASSE 3";"A"
"2B281";"Sisco";1030;25;"CLASSE 3";"C"
"2B283";"Solaro";682;93;"CLASSE 1";"D"
"2B286";"Sorbo-Ocagnano";789;11;"CLASSE 5";"F"
"2B287";"Sorio";140;16;"CLASSE 1";"F"
"2B289";"Soveria";120;12;"CLASSE 2";"C"
"2B290";"Speloncato";285;18;"CLASSE 2";"C"
"2B291";"Stazzona";41;1;"CLASSE 4";"F"
"2B292";"Sant'Andréa-di-Bozio";78;24;"CLASSE 4";"C"
"2B293";"Sant'Andréa-di-Cotone";240;9;"CLASSE 2";"B"
"2B296";"Sant'Antonino";107;4;"CLASSE 4";"B"
"2B297";"San-Damiano";52;6;"CLASSE 4";"D"
"2B298";"Saint-Florent";1609;18;"CLASSE 5";"C"
"2B299";"San-Gavino-d'Ampugnani";89;3;"CLASSE 2";"B"
"2B301";"San-Gavino-di-Tenda";58;50;"CLASSE 2";"B"
"2B302";"San-Giovanni-di-Moriani";91;10;"CLASSE 5";"E"
"2B303";"San-Giuliano";663;24;"CLASSE 5";"F"
"2B304";"San-Lorenzo";136;10;"CLASSE 3";"C"
"2B305";"San-Martino-di-Lota";2882;10;"CLASSE 5";"A"
"2B306";"Santa-Lucia-di-Mercurio";97;24;"CLASSE 4";"F"
"2B307";"Santa-Lucia-di-Moriani";1199;6;"CLASSE 4";"B"
"2B309";"Santa-Maria-di-Lota";2005;13;"CLASSE 4";"D"
"2B311";"Santa-Maria-Poggio";657;10;"CLASSE 3";"B"
"2B313";"San-Nicolao";1792;8;"CLASSE 2";"C"
"2B314";"Santo-Pietro-di-Tenda";356;126;"CLASSE 5";"B"
"2B315";"Santo-Pietro-di-Venaco";262;8;"CLASSE 4";"C"
"2B316";"Santa-Reparata-di-Balagna";1007;10;"CLASSE 3";"F"
"2B317";"Santa-Reparata-di-Moriani";44;9;"CLASSE 3";"B"
"2B318";"Taglio-Isolaccio";565;11;"CLASSE 3";"F"
"2B319";"Talasani";731;10;"CLASSE 1";"D"
"2B320";"Tallone";315;68;"CLASSE 3";"F"
"2B321";"Tarrano";15;4;"CLASSE 5";"D"
"2B327";"Tomino";202;6;"CLASSE 5";"A"
"2B328";"Tox";91;15;"CLASSE 2";"A"
"2B329";"Tralonca";102;16;"CLASSE 2";"F"
"2B332";"Urtaca";187;31;"CLASSE 4";"C"
"2B333";"Vallecalle";118;7;"CLASSE 1";"D"
"2B334";"Valle-d'Alesani";129;10;"CLASSE 4";"B"
"2B335";"Valle-di-Campoloro";345;6;"CLASSE 1";"C"
"2B337";"Valle-di-Rostino";114;16;"CLASSE 3";"C"
"2B338";"Valle-d'Orezza";44;4;"CLASSE 1";"C"
"2B339";"Vallica";24;12;"CLASSE 2";"D"
"2B340";"Velone-Orneto";110;12;"CLASSE 4";"D"
"2B341";"Venaco";763;54;"CLASSE 2";"E"
"2B342";"Ventiseri";2357;47;"CLASSE 4";"A"
"2B343";"Venzolasca";1657;16;"CLASSE 5";"F"
"2B344";"Verdèse";38;1;"CLASSE 1";"D"
"2B346";"Vescovato";2557;18;"CLASSE 4";"E"
"2B347";"Vezzani";322;46;"CLASSE 3";"B"
"2B350";"Vignale";184;11;"CLASSE 2";"A"
"2B352";"Ville-di-Paraso";173;9;"CLASSE 1";"D"
"2B353";"Ville-di-Pietrabugno";3559;8;"CLASSE 1";"E"
"2B354";"Vivario";498;79;"CLASSE 4";"B"
"2B355";"Volpajola";453;13;"CLASSE 1";"E"
"2B356";"Zalana";135;13;"CLASSE 2";"E"
"2B361";"Zilia";293;14;"CLASSE 3";"F"
"2B364";"Zuani";30;5;"CLASSE 1";"B"
"2B365";"San-Gavino-di-Fiumorbo";157;22;"CLASSE 3";"E"
"2B366";"Chisa";98;29;"CLASSE 5";"A"
"30001";"Aigaliers";483;28;"CLASSE 2";"C"
"30002";"Aigremont";672;13;"CLASSE 1";"A"
"30003";"Aigues-Mortes";8565;58;"CLASSE 4";"E"
"30004";"Aigues-Vives";3105;12;"CLASSE 1";"D"
"30005";"Aiguèze";216;20;"CLASSE 1";"D"
"30006";"Aimargues";4822;26;"CLASSE 3";"F"
"30007";"Alès";41031;23;"CLASSE 4";"F"
"30008";"Allègre-les-Fumades";816;25;"CLASSE 1";"F"
"30009";"Alzon";204;27;"CLASSE 4";"C"
"30010";"Anduze";3323;15;"CLASSE 1";"C"
"30011";"Les Angles";8318;18;"CLASSE 2";"F"
"30012";"Aramon";3920;31;"CLASSE 2";"B"
"30013";"Argilliers";424;7;"CLASSE 3";"E"
"30014";"Arpaillargues-et-Aureillac";1053;14;"CLASSE 2";"A"
"30015";"Arphy";178;21;"CLASSE 4";"C"
"30016";"Arre";293;7;"CLASSE 4";"B"
"30017";"Arrigas";201;20;"CLASSE 4";"F"
"30018";"Aspères";518;10;"CLASSE 4";"A"
"30019";"Aubais";2489;12;"CLASSE 1";"C"
"30020";"Aubord";2401;9;"CLASSE 3";"F"
"30021";"Aubussargues";338;9;"CLASSE 5";"D"
"30022";"Aujac";184;16;"CLASSE 4";"D"
"30023";"Aujargues";853;7;"CLASSE 5";"D"
"30024";"Aulas";455;3;"CLASSE 4";"F"
"30025";"Aumessas";232;21;"CLASSE 2";"B"
"30026";"Avèze";1081;4;"CLASSE 2";"F"
"30027";"Bagard";2502;15;"CLASSE 2";"A"
"30028";"Bagnols-sur-Cèze";18375;31;"CLASSE 5";"D"
"30029";"Barjac";1552;43;"CLASSE 1";"B"
"30030";"Baron";338;10;"CLASSE 4";"F"
"30031";"La Bastide-d'Engras";208;10;"CLASSE 5";"E"
"30032";"Beaucaire";15860;87;"CLASSE 3";"C"
"30033";"Beauvoisin";4063;28;"CLASSE 5";"F"
"30034";"Bellegarde";6500;45;"CLASSE 3";"C"
"30035";"Belvézet";253;23;"CLASSE 1";"E"
"30036";"Bernis";3209;13;"CLASSE 4";"D"
"30037";"Bessèges";3051;10;"CLASSE 5";"E"
"30038";"Bez-et-Esparon";352;8;"CLASSE 4";"C"
"30039";"Bezouce";2164;12;"CLASSE 5";"C"
"30040";"Blandas";134;37;"CLASSE 1";"F"
"30041";"Blauzac";1187;16;"CLASSE 3";"A"
"30042";"Boisset-et-Gaujac";2443;14;"CLASSE 2";"C"
"30043";"Boissières";520;3;"CLASSE 3";"F"
"30044";"Bonnevaux";105;9;"CLASSE 4";"D"
"30045";"Bordezac";370;9;"CLASSE 1";"F"
"30046";"Boucoiran-et-Nozières";809;15;"CLASSE 1";"E"
"30047";"Bouillargues";6240;16;"CLASSE 4";"B"
"30048";"Bouquet";175;30;"CLASSE 3";"A"
"30049";"Bourdic";403;7;"CLASSE 5";"A"
"30050";"Bragassargues";143;7;"CLASSE 1";"E"
"30051";"Branoux-les-Taillades";1408;15;"CLASSE 5";"C"
"30052";"Bréau-et-Salagosse";414;25;"CLASSE 4";"F"
"30053";"Brignon";801;7;"CLASSE 3";"A"
"30054";"Brouzet-lès-Quissac";245;16;"CLASSE 5";"D"
"30055";"Brouzet-lès-Alès";625;13;"CLASSE 5";"C"
"30056";"La Bruguière";329;16;"CLASSE 2";"B"
"30057";"Cabrières";1542;15;"CLASSE 4";"A"
"30058";"La Cadière-et-Cambo";206;12;"CLASSE 2";"F"
"30059";"Le Cailar";2351;30;"CLASSE 3";"A"
"30060";"Caissargues";3825;8;"CLASSE 2";"E"
"30061";"La Calmette";2015;11;"CLASSE 1";"D"
"30062";"Calvisson";5269;29;"CLASSE 5";"C"
"30064";"Campestre-et-Luc";124;38;"CLASSE 4";"B"
"30065";"Canaules-et-Argentières";362;10;"CLASSE 3";"B"
"30066";"Cannes-et-Clairan";553;12;"CLASSE 2";"A"
"30067";"La Capelle-et-Masmolène";417;24;"CLASSE 2";"D"
"30068";"Cardet";849;8;"CLASSE 5";"E"
"30069";"Carnas";441;15;"CLASSE 2";"A"
"30070";"Carsan";659;12;"CLASSE 5";"C"
"30071";"Cassagnoles";428;5;"CLASSE 1";"A"
"30072";"Castelnau-Valence";424;10;"CLASSE 5";"E"
"30073";"Castillon-du-Gard";1513;17;"CLASSE 2";"B"
"30074";"Causse-Bégon";9;8;"CLASSE 1";"C"
"30075";"Caveirac";3900;15;"CLASSE 2";"C"
"30076";"Cavillargues";807;11;"CLASSE 1";"E"
"30077";"Cendras";1941;13;"CLASSE 1";"F"
"30079";"Chambon";297;15;"CLASSE 1";"D"
"30080";"Chamborigaud";807;18;"CLASSE 4";"C"
"30081";"Chusclan";978;13;"CLASSE 4";"F"
"30082";"Clarensac";4037;14;"CLASSE 4";"A"
"30083";"Codognan";2434;5;"CLASSE 5";"B"
"30084";"Codolet";701;5;"CLASSE 3";"C"
"30085";"Collias";1073;20;"CLASSE 2";"A"
"30086";"Collorgues";550;9;"CLASSE 2";"A"
"30087";"Colognac";189;12;"CLASSE 5";"E"
"30088";"Combas";590;16;"CLASSE 1";"E"
"30089";"Comps";1675;9;"CLASSE 4";"A"
"30090";"Concoules";254;16;"CLASSE 1";"E"
"30091";"Congénies";1574;9;"CLASSE 3";"A"
"30092";"Connaux";1587;10;"CLASSE 1";"B"
"30093";"Conqueyrac";112;27;"CLASSE 2";"F"
"30094";"Corbès";161;3;"CLASSE 1";"F"
"30095";"Corconne";547;13;"CLASSE 5";"E"
"30096";"Cornillon";932;16;"CLASSE 5";"D"
"30097";"Courry";302;8;"CLASSE 5";"E"
"30098";"Crespian";352;8;"CLASSE 2";"C"
"30099";"Cros";252;17;"CLASSE 4";"E"
"30100";"Cruviers-Lascours";668;6;"CLASSE 2";"C"
"30101";"Deaux";647;6;"CLASSE 1";"E"
"30102";"Dions";598;11;"CLASSE 5";"F"
"30103";"Domazan";925;11;"CLASSE 2";"D"
"30104";"Domessargues";691;7;"CLASSE 3";"A"
"30105";"Dourbies";171;61;"CLASSE 5";"A"
"30106";"Durfort-et-Saint-Martin-de-S";744;16;"CLASSE 3";"B"
"30107";"Estézargues";482;12;"CLASSE 4";"C"
"30108";"L'Estréchure";173;19;"CLASSE 2";"C"
"30109";"Euzet";406;7;"CLASSE 5";"C"
"30110";"Flaux";314;11;"CLASSE 4";"F"
"30111";"Foissac";421;4;"CLASSE 2";"E"
"30112";"Fons";1264;9;"CLASSE 2";"F"
"30113";"Fons-sur-Lussan";250;10;"CLASSE 4";"C"
"30114";"Fontanès";647;14;"CLASSE 3";"F"
"30115";"Fontarèches";251;13;"CLASSE 5";"A"
"30116";"Fournès";914;18;"CLASSE 4";"D"
"30117";"Fourques";2873;38;"CLASSE 1";"C"
"30119";"Fressac";183;6;"CLASSE 4";"E"
"30120";"Gagnières";1140;11;"CLASSE 4";"E"
"30121";"Gailhan";214;6;"CLASSE 1";"E"
"30122";"Gajan";727;11;"CLASSE 2";"E"
"30123";"Gallargues-le-Montueux";3378;11;"CLASSE 4";"F"
"30124";"Le Garn";232;11;"CLASSE 3";"F"
"30125";"Garons";4617;12;"CLASSE 1";"A"
"30126";"Garrigues-Sainte-Eulalie";764;10;"CLASSE 2";"B"
"30127";"Gaujac";1054;10;"CLASSE 4";"F"
"30128";"Générac";4012;24;"CLASSE 2";"D"
"30129";"Générargues";709;10;"CLASSE 2";"C"
"30130";"Génolhac";854;17;"CLASSE 4";"F"
"30131";"Goudargues";1072;30;"CLASSE 3";"A"
"30132";"La Grand-Combe";5229;12;"CLASSE 4";"A"
"30133";"Le Grau-du-Roi";8498;55;"CLASSE 4";"E"
"30134";"Issirac";227;20;"CLASSE 5";"F"
"30135";"Jonquières-Saint-Vincent";3522;21;"CLASSE 5";"A"
"30136";"Junas";1082;8;"CLASSE 1";"E"
"30137";"Lamelouze";100;9;"CLASSE 5";"B"
"30138";"Langlade";2075;9;"CLASSE 4";"C"
"30139";"Lanuéjols";358;62;"CLASSE 5";"A"
"30140";"Lasalle";1135;10;"CLASSE 4";"C"
"30141";"Laudun-l'Ardoise";5978;34;"CLASSE 1";"F"
"30142";"Laval-Pradel";1188;18;"CLASSE 3";"A"
"30143";"Laval-Saint-Roman";230;11;"CLASSE 5";"D"
"30144";"Lecques";473;5;"CLASSE 3";"A"
"30145";"Lédenon";1400;19;"CLASSE 4";"E"
"30146";"Lédignan";1432;7;"CLASSE 2";"E"
"30147";"Lézan";1579;10;"CLASSE 4";"F"
"30148";"Liouc";256;10;"CLASSE 5";"A"
"30149";"Lirac";886;10;"CLASSE 5";"D"
"30150";"Logrian-Florian";267;9;"CLASSE 4";"C"
"30151";"Lussan";503;47;"CLASSE 4";"F"
"30152";"Les Mages";1931;13;"CLASSE 1";"C"
"30153";"Malons-et-Elze";114;31;"CLASSE 3";"A"
"30154";"Mandagout";393;15;"CLASSE 4";"D"
"30155";"Manduel";6128;26;"CLASSE 2";"A"
"30156";"Marguerittes";8538;25;"CLASSE 2";"B"
"30157";"Mars";176;4;"CLASSE 3";"D"
"30158";"Martignargues";412;5;"CLASSE 5";"D"
"30159";"Le Martinet";840;10;"CLASSE 2";"E"
"30160";"Maruéjols-lès-Gardon";247;4;"CLASSE 4";"A"
"30161";"Massanes";193;2;"CLASSE 1";"B"
"30162";"Massillargues-Attuech";680;6;"CLASSE 3";"D"
"30163";"Mauressargues";163;6;"CLASSE 2";"B"
"30164";"Méjannes-le-Clap";674;38;"CLASSE 5";"F"
"30165";"Méjannes-lès-Alès";1147;7;"CLASSE 5";"A"
"30166";"Meynes";2402;17;"CLASSE 5";"C"
"30167";"Meyrannes";842;7;"CLASSE 2";"D"
"30168";"Mialet";592;31;"CLASSE 4";"C"
"30169";"Milhaud";5725;18;"CLASSE 4";"E"
"30170";"Molières-Cavaillac";919;8;"CLASSE 5";"B"
"30171";"Molières-sur-Cèze";1507;9;"CLASSE 1";"B"
"30172";"Monoblet";659;21;"CLASSE 5";"B"
"30173";"Mons";1530;16;"CLASSE 5";"C"
"30174";"Montaren-et-Saint-Médiers";1518;19;"CLASSE 5";"D"
"30175";"Montclus";157;22;"CLASSE 3";"F"
"30176";"Montdardier";202;35;"CLASSE 4";"B"
"30177";"Monteils";638;7;"CLASSE 4";"F"
"30178";"Montfaucon";1443;4;"CLASSE 1";"A"
"30179";"Montfrin";3175;15;"CLASSE 3";"C"
"30180";"Montignargues";630;4;"CLASSE 4";"B"
"30181";"Montmirat";371;10;"CLASSE 4";"F"
"30182";"Montpezat";1060;12;"CLASSE 5";"D"
"30183";"Moulézan";609;11;"CLASSE 1";"A"
"30184";"Moussac";1306;7;"CLASSE 1";"C"
"30185";"Mus";1326;3;"CLASSE 3";"A"
"30186";"Nages-et-Solorgues";1555;6;"CLASSE 1";"B"
"30187";"Navacelles";315;11;"CLASSE 1";"F"
"30188";"Ners";719;5;"CLASSE 5";"A"
"30189";"Nîmes";146709;162;"CLASSE 1";"E"
"30190";"Notre-Dame-de-la-Rouvière";440;16;"CLASSE 1";"B"
"30191";"Orsan";1090;7;"CLASSE 4";"E"
"30192";"Orthoux-Sérignac-Quilhan";404;14;"CLASSE 2";"E"
"30193";"Parignargues";534;11;"CLASSE 2";"C"
"30194";"Peyremale";288;9;"CLASSE 1";"A"
"30195";"Peyrolles";41;8;"CLASSE 4";"F"
"30196";"Le Pin";365;6;"CLASSE 2";"B"
"30197";"Les Plans";242;6;"CLASSE 1";"D"
"30198";"Les Plantiers";233;31;"CLASSE 1";"B"
"30199";"Pommiers";61;7;"CLASSE 3";"B"
"30200";"Pompignan";862;41;"CLASSE 2";"F"
"30201";"Ponteils-et-Brésis";352;28;"CLASSE 5";"C"
"30202";"Pont-Saint-Esprit";10651;18;"CLASSE 4";"D"
"30203";"Portes";363;14;"CLASSE 4";"C"
"30204";"Potelières";327;6;"CLASSE 5";"E"
"30205";"Pougnadoresse";236;8;"CLASSE 4";"F"
"30206";"Poulx";4001;12;"CLASSE 5";"A"
"30207";"Pouzilhac";622;16;"CLASSE 2";"B"
"30208";"Puechredon";36;8;"CLASSE 4";"C"
"30209";"Pujaut";4068;24;"CLASSE 1";"E"
"30210";"Quissac";2988;23;"CLASSE 2";"C"
"30211";"Redessan";4044;16;"CLASSE 1";"D"
"30212";"Remoulins";2356;8;"CLASSE 3";"C"
"30213";"Revens";27;14;"CLASSE 1";"F"
"30214";"Ribaute-les-Tavernes";1881;14;"CLASSE 5";"C"
"30215";"Rivières";341;10;"CLASSE 1";"C"
"30216";"Robiac-Rochessadoule";905;10;"CLASSE 2";"C"
"30217";"Rochefort-du-Gard";7499;34;"CLASSE 1";"D"
"30218";"Rochegude";220;12;"CLASSE 3";"A"
"30219";"Rogues";104;30;"CLASSE 5";"A"
"30220";"Roquedur";217;11;"CLASSE 5";"A"
"30221";"Roquemaure";5421;26;"CLASSE 1";"A"
"30222";"La Roque-sur-Cèze";173;8;"CLASSE 1";"A"
"30223";"Rousson";3829;33;"CLASSE 2";"B"
"30224";"La Rouvière";578;8;"CLASSE 1";"C"
"30225";"Sabran";1807;36;"CLASSE 5";"A"
"30226";"Saint-Alexandre";1113;13;"CLASSE 5";"D"
"30227";"Saint-Ambroix";3319;12;"CLASSE 5";"F"
"30228";"Sainte-Anastasie";1675;44;"CLASSE 4";"F"
"30229";"Saint-André-de-Majencoules";631;22;"CLASSE 3";"E"
"30230";"Saint-André-de-Roquepertuis";574;12;"CLASSE 2";"C"
"30231";"Saint-André-de-Valborgne";432;49;"CLASSE 1";"B"
"30232";"Saint-André-d'Olérargues";404;10;"CLASSE 2";"A"
"30233";"Saint-Bauzély";565;5;"CLASSE 4";"E"
"30234";"Saint-Bénézet";281;6;"CLASSE 2";"E"
"30235";"Saint-Bonnet-du-Gard";811;7;"CLASSE 5";"C"
"30236";"Saint-Bonnet-de-Salendrinque";108;4;"CLASSE 5";"A"
"30237";"Saint-Brès";625;11;"CLASSE 2";"D"
"30238";"Saint-Bresson";53;8;"CLASSE 1";"C"
"30239";"Sainte-Cécile-d'Andorge";556;19;"CLASSE 4";"C"
"30240";"Saint-Césaire-de-Gauzignan";318;7;"CLASSE 5";"D"
"30241";"Saint-Chaptes";1743;13;"CLASSE 2";"F"
"30242";"Saint-Christol-de-Rodières";170;8;"CLASSE 1";"D"
"30243";"Saint-Christol-lès-Alès";6776;20;"CLASSE 2";"C"
"30244";"Saint-Clément";341;5;"CLASSE 3";"D"
"30245";"Saint-Côme-et-Maruéjols";781;13;"CLASSE 5";"B"
"30246";"Sainte-Croix-de-Caderle";122;8;"CLASSE 1";"C"
"30247";"Saint-Denis";265;4;"CLASSE 1";"F"
"30248";"Saint-Dézéry";400;6;"CLASSE 3";"B"
"30249";"Saint-Dionisy";951;3;"CLASSE 5";"D"
"30250";"Saint-Étienne-de-l'Olm";340;4;"CLASSE 5";"C"
"30251";"Saint-Étienne-des-Sorts";527;10;"CLASSE 3";"C"
"30252";"Saint-Félix-de-Pallières";219;19;"CLASSE 1";"C"
"30253";"Saint-Florent-sur-Auzonnet";1221;9;"CLASSE 4";"C"
"30254";"Saint-Geniès-de-Comolas";1854;8;"CLASSE 4";"B"
"30255";"Saint-Geniès-de-Malgoirès";2932;12;"CLASSE 2";"E"
"30256";"Saint-Gervais";672;12;"CLASSE 5";"F"
"30257";"Saint-Gervasy";1738;7;"CLASSE 5";"C"
"30258";"Saint-Gilles";13646;154;"CLASSE 4";"C"
"30259";"Saint-Hilaire-de-Brethmas";4253;14;"CLASSE 3";"B"
"30260";"Saint-Hilaire-d'Ozilhan";880;17;"CLASSE 3";"B"
"30261";"Saint-Hippolyte-de-Caton";215;6;"CLASSE 2";"D"
"30262";"Saint-Hippolyte-de-Montaigu";260;4;"CLASSE 4";"B"
"30263";"Saint-Hippolyte-du-Fort";3857;29;"CLASSE 3";"C"
