CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE1990;ZE2010;UU1999;AU1999;EU1999;TAU1999;TUU1999;TDUU1999;BV;EPCI;NATURE_EPCI;ZAUER1999
01053;Bourg-en-Bresse;82;01;012;0199;8203;8202;01501;076;1C;07;5;51;01053;240100628;CA;1
01054;Bourg-Saint-Christophe;82;01;012;0119;8210;8201;01204;002;1C;09;2;22;01244;240100883;CC;2
01056;Boyeux-Saint-Jérôme;82;01;014;0124;8210;8201;01000;000;9Z;00;0;04;01004;240100784;CC;6
01057;Boz;82;01;012;0126;8203;0053;01000;089;1C;06;0;04;01305;240100685;CC;2
01058;Brégnier-Cordon;82;01;011;0104;8209;8209;01000;000;9Z;00;0;05;01034;240100347;CC;6
01059;Brénaz;82;01;011;0109;8209;8216;01000;000;9Z;00;0;03;01034;240100370;CC;6
01060;Brénod;82;01;014;0106;8204;8203;01000;000;9Z;00;0;04;01185;240100867;CC;6
01061;Brens;82;01;011;0104;8209;8216;01203;307;1C;02;2;22;01034;240100354;CC;1
01062;Bressolles;82;01;012;0120;8211;8214;01000;002;1C;09;0;05;69123;240100610;CC;2
01063;Brion;82;01;014;0122;8204;8203;01000;000;9Z;00;0;05;01265;240100909;CC;6
01064;Briord;82;01;011;0118;8210;8201;01000;000;9Z;00;0;05;38247;240100412;CC;6
01065;Buellas;82;01;012;0143;8203;8202;01000;076;1C;07;0;06;01053;240100628;CA;2
01066;La Burbanche;82;01;011;0136;8209;8201;01000;999;1C;00;0;02;01034;240100743;CC;3
01067;Ceignes;82;01;014;0116;8204;8203;01000;000;9Z;00;0;04;01269;240100701;CC;6
01068;Cerdon;82;01;014;0124;8210;8201;01000;000;9Z;00;0;05;01004;240100784;CC;6
01069;Certines;82;01;012;0125;8210;8202;01000;076;1C;07;0;06;01053;240100842;CC;2
01071;Cessy;82;01;013;0114;8205;8219;01301;041;1C;08;3;31;01173;240100750;CC;2
01072;Ceyzériat;82;01;012;0107;8203;8202;01104;076;1C;07;1;12;01053;240100693;CC;2
01073;Ceyzérieu;82;01;011;0136;8209;8216;01000;999;1C;00;0;05;01138;240100438;CC;3
01074;Chalamont;82;01;012;0108;8203;8214;01000;999;1C;00;0;06;01053;240100677;CC;3
01075;Chaleins;82;01;012;0130;8202;8213;01000;999;1C;00;0;06;69264;ZZZZZZZZZ;;3
01076;Chaley;82;01;011;0128;8210;8201;01000;000;9Z;00;0;03;01004;240100396;CC;6
01077;Challes-la-Montagne;82;01;014;0124;8210;8201;01000;000;9Z;00;0;04;01004;240100784;CC;6
01078;Challex;82;01;013;0112;8205;8219;01000;041;1C;08;0;06;74012;240100750;CC;2
01079;Champagne-en-Valromey;82;01;011;0109;8209;8216;01000;000;9Z;00;0;05;01034;240100370;CC;6
01080;Champdor;82;01;014;0106;8204;8203;01000;000;9Z;00;0;04;01185;240100578;CC;5
01081;Champfromier;82;01;014;0103;8205;8219;01000;000;9Z;00;0;05;01033;240100891;CC;6
01082;Chanay;82;01;011;0131;8209;8219;01000;000;9Z;00;0;05;01033;240100891;CC;6
01083;Chaneins;82;01;012;0130;8202;8213;01000;999;1C;00;0;05;01093;240100941;CC;3
01084;Chanoz-Châtenay;82;01;012;0110;8203;8202;01000;999;1C;00;0;04;01053;240100669;CC;3
01085;La Chapelle-du-Châtelard;82;01;012;0135;8203;8213;01000;999;1C;00;0;04;01093;240100875;CC;3
01087;Charix;82;01;014;0122;8204;8203;01000;000;9Z;00;0;04;01269;240100909;CC;6
01088;Charnoz-sur-Ain;82;01;012;0119;8210;8201;01000;002;1C;09;0;05;01244;240100883;CC;2
01089;Château-Gaillard;82;01;011;0101;8210;8201;01000;999;1C;00;0;06;01004;240100883;CC;3
01090;Châtenay;82;01;012;0108;8203;8214;01000;999;1C;00;0;04;01053;240100677;CC;3
01091;Châtillon-en-Michaille;82;01;014;0103;8205;8219;01102;000;9Z;00;1;12;01033;240100891;CC;6
01092;Châtillon-la-Palud;82;01;012;0108;8203;8201;01000;002;1C;09;0;06;01004;240100677;CC;2
01093;Châtillon-sur-Chalaronne;82;01;012;0110;8203;8213;01116;000;9Z;00;1;14;01093;240100644;CC;4
01094;Chavannes-sur-Reyssouze;82;01;012;0126;8203;0053;01000;000;9Z;00;0;05;01305;240100685;CC;6
01095;Chavannes-sur-Suran;82;01;012;0133;8203;8202;01000;999;1C;00;0;04;01053;240100636;CC;3
01096;Chaveyriat;82;01;012;0110;8203;8202;01000;076;1C;07;0;05;01053;240100669;CC;2
01097;Chavornay;82;01;011;0109;8209;8216;01000;000;9Z;00;0;03;01034;240100370;CC;6
01098;Chazey-Bons;82;01;011;0104;8209;8216;01000;307;1C;02;0;05;01034;240100354;CC;2
01099;Chazey-sur-Ain;82;01;011;0117;8210;8201;01000;002;1C;09;0;06;01202;240100883;CC;2
01100;Cheignieu-la-Balme;82;01;011;0136;8209;8216;01000;999;1C;00;0;03;01034;240100743;CC;3
01101;Chevillard;82;01;014;0106;8204;8203;01000;000;9Z;00;0;03;01269;240100867;CC;6
01102;Chevroux;82;01;012;0126;8203;0053;01000;089;1C;06;0;05;01305;240100685;CC;2
01103;Chevry;82;01;013;0114;8205;8219;01000;041;1C;08;0;05;01173;240100750;CC;2
01104;Chézery-Forens;82;01;013;0112;8205;8219;01000;000;9Z;00;0;04;01033;240100750;CC;6
01105;Civrieux;82;01;012;0142;8211;8214;01000;002;1C;09;0;06;69123;240100602;CC;2
01106;Cize;82;01;012;0107;8203;8202;01000;999;1C;00;0;03;01053;240100693;CC;3
01107;Cleyzieu;82;01;011;0128;8210;8201;01000;999;1C;00;0;03;01004;240100396;CC;3
01108;Coligny;82;01;012;0111;8203;8202;01000;999;1C;00;0;06;01053;240100651;CC;3
01109;Collonges;82;01;013;0112;8205;8219;01000;041;1C;08;0;06;74012;240100750;CC;2
01110;Colomieu;82;01;011;0104;8209;8216;01000;307;1C;02;0;03;01034;240100347;CC;2
01111;Conand;82;01;011;0128;8210;8201;01000;999;1C;00;0;02;01004;240100396;CC;3
01112;Condamine;82;01;014;0106;8204;8203;01000;000;9Z;00;0;04;01269;240100867;CC;6
01113;Condeissiat;82;01;012;0110;8203;8202;01000;999;1C;00;0;05;01053;240100644;CC;3
01114;Confort;82;01;013;0112;8205;8219;01000;000;9Z;00;0;04;01033;240100891;CC;6
01115;Confrançon;82;01;012;0121;8203;8202;01000;076;1C;07;0;05;01053;240100156;CC;2
01116;Contrevoz;82;01;011;0136;8209;8216;01000;307;1C;02;0;04;01034;240100354;CC;2
01117;Conzieu;82;01;011;0104;8209;8216;01000;307;1C;02;0;03;01034;240100354;CC;2
01118;Corbonod;82;01;011;0131;8209;8219;00155;000;9Z;00;1;13;74269;247400823;CC;6
01119;Corcelles;82;01;014;0106;8204;8203;01000;000;9Z;00;0;04;01185;240100578;CC;6
01121;Corlier;82;01;011;0115;8209;8203;01000;000;9Z;00;0;02;01185;240100578;CC;6
01122;Cormaranche-en-Bugey;82;01;011;0115;8209;8203;01000;000;9Z;00;0;05;01185;240100578;CC;5
01123;Cormoranche-sur-Saône;82;01;012;0127;8203;0053;01000;089;1C;06;0;05;01306;240100826;CC;2
01124;Cormoz;82;01;012;0129;8203;8202;01000;999;1C;00;0;05;71263;240100339;CC;3
01125;Corveissiat;82;01;012;0133;8203;8203;01000;999;1C;00;0;04;01053;240100636;CC;3
01127;Courmangoux;82;01;012;0133;8203;8202;01000;076;1C;07;0;04;01053;240100636;CC;2
01128;Courtes;82;01;012;0129;8203;8202;01000;000;9Z;00;0;04;01388;240100339;CC;6
01129;Crans;82;01;012;0108;8203;8201;01000;002;1C;09;0;04;01053;240100677;CC;2
01130;Cras-sur-Reyssouze;82;01;012;0121;8203;8202;01000;076;1C;07;0;05;01266;240100156;CC;2
01133;Cressin-Rochefort;82;01;011;0104;8209;8216;01000;307;1C;02;0;04;01034;240100354;CC;2
01134;Crottet;82;01;012;0127;8203;0053;01115;089;1C;06;1;13;01306;240100826;CC;2
01135;Crozet;82;01;013;0114;8205;8219;01000;041;1C;08;0;06;74012;240100750;CC;2
01136;Cruzilles-lès-Mépillat;82;01;012;0127;8203;0053;01000;089;1C;06;0;05;01306;240100826;CC;2
01138;Culoz;82;01;011;0131;8209;8216;01106;000;9Z;00;1;12;01138;240100438;CC;4
01139;Curciat-Dongalon;82;01;012;0129;8203;8202;01000;000;9Z;00;0;04;01388;240100339;CC;6
01140;Curtafond;82;01;012;0121;8203;8202;01000;076;1C;07;0;05;01266;240100156;CC;2
01141;Cuzieu;82;01;011;0136;8209;8216;01000;307;1C;02;0;04;01034;240100743;CC;2
01142;Dagneux;82;01;012;0120;8211;8214;00757;002;1C;09;7;73;69123;240100610;CC;1
01143;Divonne-les-Bains;82;01;013;0114;8205;8219;01201;041;1C;08;2;21;01143;240100750;CC;2
01144;Dommartin;82;01;012;0102;8203;0053;01000;089;1C;06;0;05;01305;240100818;CC;2
01145;Dompierre-sur-Veyle;82;01;012;0125;8210;8214;01000;999;1C;00;0;05;01053;240100628;CA;3
01146;Dompierre-sur-Chalaronne;82;01;012;0110;8203;8213;01000;000;9Z;00;0;04;01093;240100644;CC;6
01147;Domsure;82;01;012;0111;8203;8202;01000;000;9Z;00;0;04;39475;240100651;CC;6
01148;Dortan;82;01;014;0123;8204;8203;01000;157;1C;05;0;07;01283;240100172;CC;2
01149;Douvres;82;01;011;0101;8210;8201;01000;999;1C;00;0;05;01004;240100883;CC;3
01150;Drom;82;01;012;0107;8203;8202;01000;076;1C;07;0;03;01053;240100636;CC;2
01151;Druillat;82;01;012;0125;8210;8201;01000;999;1C;00;0;05;01304;240100842;CC;3
01152;Échallon;82;01;014;0123;8204;8203;01000;157;1C;05;0;05;01283;ZZZZZZZZZ;;2
01153;Échenevex;82;01;013;0114;8205;8219;01000;041;1C;08;0;06;01173;240100750;CC;2
01154;Étrez;82;01;012;0121;8203;8202;01000;076;1C;07;0;05;01266;240100156;CC;2
01155;Évosges;82;01;011;0128;8210;8201;01000;000;9Z;00;0;03;01004;240100396;CC;6
01156;Faramans;82;01;012;0119;8210;8201;01000;002;1C;09;0;05;01244;240100883;CC;2
01157;Fareins;82;01;012;0130;8202;8213;01000;118;1C;06;0;06;69264;240100735;CC;2
01158;Farges;82;01;013;0112;8205;8219;01000;041;1C;08;0;05;01033;240100750;CC;2
01159;Feillens;82;01;012;0102;8203;0053;01105;089;1C;06;1;12;71270;240100818;CC;2
01160;Ferney-Voltaire;82;01;013;0113;8205;8219;00651;041;1C;08;6;61;74012;240100750;CC;1
01162;Flaxieu;82;01;011;0136;8209;8216;01000;999;1C;00;0;02;01034;240100354;CC;3
01163;Foissiat;82;01;012;0121;8203;8202;01000;076;1C;07;0;06;01266;240100156;CC;2
01165;Francheleins;82;01;012;0130;8202;8213;01000;999;1C;00;0;05;01263;240100727;CC;3
01166;Frans;82;01;012;0134;8202;8213;00553;118;1C;06;5;51;69264;240100735;CC;1
01167;Garnerans;82;01;012;0132;8202;0053;01000;999;1C;00;0;05;01348;240100594;CC;3
01169;Genouilleux;82;01;012;0132;8202;8213;01000;000;9Z;00;0;04;69019;240100727;CC;6
01170;Béard-Géovreissiat;82;01;014;0122;8204;8203;01000;000;9Z;00;0;05;01265;240100909;CC;6
01171;Géovreisset;82;01;014;0141;8204;8203;01000;157;1C;05;0;05;01283;240100172;CC;2
01172;Germagnat;82;01;012;0133;8203;8202;01000;999;1C;00;0;02;01053;240100636;CC;3
01173;Gex;82;01;013;0114;8205;8219;01301;041;1C;08;3;31;01173;240100750;CC;2
01174;Giron;82;01;014;0103;8205;8219;01000;000;9Z;00;0;03;01033;240100891;CC;6
01175;Gorrevod;82;01;012;0126;8203;0053;01109;000;9Z;00;1;13;01305;240100685;CC;4
01176;Le Grand-Abergement;82;01;014;0106;8204;8203;01000;000;9Z;00;0;03;01185;240100370;CC;6
01177;Grand-Corent;82;01;012;0107;8203;8202;01000;999;1C;00;0;03;01053;240100636;CC;3
01179;Grièges;82;01;012;0127;8203;0053;01000;089;1C;06;0;06;01306;240100826;CC;2
01180;Grilly;82;01;013;0114;8205;8219;01000;041;1C;08;0;05;01143;240100750;CC;2
01181;Groissiat;82;01;014;0141;8204;8203;01401;157;1C;05;4;43;01283;240100172;CC;1
01182;Groslée;82;01;011;0118;8210;8209;01000;000;9Z;00;0;04;38261;240100347;CC;6
01183;Guéreins;82;01;012;0132;8202;8213;01114;999;1C;00;1;13;01263;240100727;CC;3
01184;Hautecourt-Romanèche;82;01;012;0107;8203;8202;01000;999;1C;00;0;05;01053;240100693;CC;3
01185;Hauteville-Lompnes;82;01;011;0115;8209;8203;01113;000;9Z;00;1;13;01185;240100578;CC;4
01186;Hostiaz;82;01;011;0128;8210;8201;01000;999;1C;00;0;02;01185;240100396;CC;3
01187;Hotonnes;82;01;014;0106;8204;8203;01000;000;9Z;00;0;04;01034;240100370;CC;6
01188;Illiat;82;01;012;0132;8202;8213;01000;000;9Z;00;0;04;01348;240100594;CC;6
01189;Injoux-Génissiat;82;01;014;0103;8205;8219;01000;000;9Z;00;0;05;01033;240100891;CC;6
01190;Innimond;82;01;011;0118;8210;8209;01000;000;9Z;00;0;02;01034;240100412;CC;6
01191;Izenave;82;01;014;0106;8204;8203;01000;000;9Z;00;0;03;01185;240100867;CC;6
01192;Izernore;82;01;014;0116;8204;8203;01000;000;9Z;00;0;06;01265;240100701;CC;6
01193;Izieu;82;01;011;0104;8209;8209;01000;999;1C;00;0;03;01034;240100347;CC;3
01194;Jassans-Riottier;82;01;012;0134;8202;8213;00553;118;1C;06;5;51;69264;240100735;CC;1
01195;Jasseron;82;01;012;0107;8203;8202;01000;076;1C;07;0;06;01053;240100628;CA;2
01196;Jayat;82;01;012;0121;8203;8202;01110;076;1C;07;1;13;01266;240100156;CC;2
01197;Journans;82;01;012;0125;8210;8202;01000;076;1C;07;0;04;01053;240100842;CC;2
01198;Joyeux;82;01;012;0119;8210;8201;01000;002;1C;09;0;04;01443;240100883;CC;2
01199;Jujurieux;82;01;014;0124;8210;8201;01108;999;1C;00;1;13;01004;240100784;CC;3
01200;Labalme;82;01;014;0124;8210;8203;01000;000;9Z;00;0;03;01004;240100784;CC;6
01202;Lagnieu;82;01;011;0117;8210;8201;01202;999;1C;00;2;21;01202;240100883;CC;3
01203;Laiz;82;01;012;0127;8203;0053;01115;089;1C;06;1;13;01306;240100826;CC;2
01204;Lalleyriat;82;01;014;0122;8204;8203;01000;000;9Z;00;0;03;01269;240100909;CC;6
01205;Lancrans;82;01;013;0112;8205;8219;01302;000;9Z;00;3;31;01033;240100891;CC;4
01206;Lantenay;82;01;014;0106;8204;8203;01000;000;9Z;00;0;04;01269;240100867;CC;6
01207;Lapeyrouse;82;01;012;0135;8203;8213;01000;002;1C;09;0;04;01443;240100875;CC;2
01208;Lavours;82;01;011;0104;8209;8216;01000;307;1C;02;0;03;01138;240100438;CC;2
01209;Léaz;82;01;013;0112;8205;8219;01000;041;1C;08;0;04;01033;240100750;CC;2
01210;Lélex;82;01;013;0114;8205;8219;01000;000;9Z;00;0;04;01033;240100750;CC;6
01211;Lent;82;01;012;0139;8203;8202;01000;076;1C;07;0;06;01053;240100628;CA;2
01212;Lescheroux;82;01;012;0129;8203;8202;01000;076;1C;07;0;05;01266;240100339;CC;2
01213;Leyment;82;01;011;0117;8210;8201;01000;002;1C;09;0;05;01202;240100883;CC;2
01214;Leyssard;82;01;014;0116;8204;8203;01000;000;9Z;00;0;03;01053;240100701;CC;6
01215;Lhôpital;82;01;014;0103;8205;8219;01000;000;9Z;00;0;01;01033;240100891;CC;6
01216;Lhuis;82;01;011;0118;8210;8209;01000;000;9Z;00;0;05;38261;240100412;CC;6
01218;Lochieu;82;01;011;0109;8209;8216;01000;000;9Z;00;0;02;01034;240100370;CC;6
01219;Lompnas;82;01;011;0118;8210;8201;01000;000;9Z;00;0;03;38247;240100412;CC;6
01221;Lompnieu;82;01;011;0109;8209;8203;01000;000;9Z;00;0;03;01034;ZZZZZZZZZ;;6
01224;Loyettes;82;01;011;0117;8210;8214;00453;002;1C;09;4;42;38085;240100883;CC;2
01225;Lurcy;82;01;012;0130;8202;8213;01000;999;1C;00;0;04;01263;240100727;CC;3
01227;Magnieu;82;01;011;0104;8209;8216;01000;307;1C;02;0;04;01034;240100354;CC;2
01228;Maillat;82;01;014;0122;8204;8203;01000;000;9Z;00;0;05;01269;240100909;CC;6
01229;Malafretaz;82;01;012;0121;8203;8202;01110;076;1C;07;1;13;01266;240100156;CC;2
01230;Mantenay-Montlin;82;01;012;0129;8203;8202;01000;999;1C;00;0;04;01388;240100339;CC;3
01231;Manziat;82;01;012;0102;8203;0053;01000;089;1C;06;0;06;71270;240100818;CC;2
01232;Marboz;82;01;012;0111;8203;8202;01000;076;1C;07;0;07;01053;240100651;CC;2
01233;Marchamp;82;01;011;0118;8210;8209;01000;999;1C;00;0;03;01034;240100412;CC;3
01234;Marignieu;82;01;011;0136;8209;8216;01000;307;1C;02;0;03;01034;240100354;CC;2
01235;Marlieux;82;01;012;0135;8203;8213;01000;002;1C;09;0;05;01443;240100875;CC;2
01236;Marsonnas;82;01;012;0121;8203;8202;01000;076;1C;07;0;05;01266;240100156;CC;2
01237;Martignat;82;01;014;0141;8204;8203;01000;157;1C;05;0;06;01283;240100172;CC;2
01238;Massieux;82;01;012;0142;8211;8213;00757;002;1C;09;7;73;69123;240100602;CC;1
01239;Massignieu-de-Rives;82;01;011;0104;8209;8216;01000;307;1C;02;0;04;01034;240100354;CC;2
01240;Matafelon-Granges;82;01;014;0116;8204;8203;01000;157;1C;05;0;04;01283;240100701;CC;2
01241;Meillonnas;82;01;012;0133;8203;8202;01000;076;1C;07;0;06;01053;240100636;CC;2
01242;Mérignat;82;01;014;0124;8210;8201;01000;000;9Z;00;0;03;01004;240100784;CC;6
01243;Messimy-sur-Saône;82;01;012;0130;8202;8213;01000;999;1C;00;0;05;69264;ZZZZZZZZZ;;3
01244;Meximieux;82;01;012;0119;8210;8201;01204;002;1C;09;2;22;01244;240100883;CC;2
01245;Bohas-Meyriat-Rignat;82;01;012;0107;8203;8202;01000;076;1C;07;0;05;01053;240100693;CC;2
01246;Mézériat;82;01;012;0110;8203;8202;01000;999;1C;00;0;06;01053;240100669;CC;3
01247;Mijoux;82;01;013;0114;8205;8219;01000;000;9Z;00;0;04;01173;240100750;CC;6
01248;Mionnay;82;01;012;0142;8211;8214;01000;002;1C;09;0;07;01333;240100875;CC;2
01249;Miribel;82;01;012;0140;8211;8214;00757;002;1C;09;7;73;69123;240100800;CC;1
01250;Misérieux;82;01;012;0142;8211;8213;00757;002;1C;09;7;73;69123;240100602;CC;1
01252;Mogneneins;82;01;012;0132;8202;8213;01000;000;9Z;00;0;05;01348;240100594;CC;6
01254;Montagnat;82;01;012;0139;8203;8202;01000;076;1C;07;0;06;01053;240100693;CC;2
01255;Montagnieu;82;01;011;0118;8210;8201;01000;000;9Z;00;0;04;01202;240100412;CC;6
01257;Montanges;82;01;014;0103;8205;8219;01000;000;9Z;00;0;04;01033;240100891;CC;6
01258;Montceaux;82;01;012;0132;8202;8213;01000;999;1C;00;0;05;01263;240100727;CC;3
01259;Montcet;82;01;012;0143;8203;8202;01000;076;1C;07;0;04;01053;240100628;CA;2
01260;Le Montellier;82;01;012;0119;8210;8214;01000;002;1C;09;0;04;01244;240100883;CC;2
01261;Monthieux;82;01;012;0135;8203;8213;01000;002;1C;09;0;05;01333;240100875;CC;2
01262;Montluel;82;01;012;0120;8211;8214;00757;002;1C;09;7;73;69123;240100610;CC;1
01263;Montmerle-sur-Saône;82;01;012;0132;8202;8213;01114;999;1C;00;1;13;01263;240100727;CC;3
01264;Montracol;82;01;012;0139;8203;8202;01000;076;1C;07;0;05;01053;240100628;CA;2
01265;Montréal-la-Cluse;82;01;014;0122;8204;8203;01119;000;9Z;00;1;14;01265;240100172;CC;4
01266;Montrevel-en-Bresse;82;01;012;0121;8203;8202;01110;076;1C;07;1;13;01266;240100156;CC;2
01267;Nurieux-Volognat;82;01;014;0116;8204;8203;01000;000;9Z;00;0;05;01265;240100701;CC;6
01268;Murs-et-Gélignieux;82;01;011;0104;8209;8216;01000;999;1C;00;0;04;01034;240100354;CC;3
01269;Nantua;82;01;014;0122;8204;8203;01118;000;9Z;00;1;14;01269;240100909;CC;4
01271;Nattages;82;01;011;0104;8209;8216;01000;999;1C;00;0;04;73330;240100354;CC;3
01272;Neuville-les-Dames;82;01;012;0110;8203;8213;01000;000;9Z;00;0;06;01093;240100644;CC;6
01273;Neuville-sur-Ain;82;01;012;0125;8210;8201;01000;000;9Z;00;0;06;01304;240100784;CC;6
01274;Les Neyrolles;82;01;014;0122;8204;8203;01118;000;9Z;00;1;14;01269;240100909;CC;4
01275;Neyron;82;01;012;0140;8211;8214;00757;002;1C;09;7;73;69123;240100800;CC;1
01276;Niévroz;82;01;012;0120;8211;8214;01000;002;1C;09;0;06;69123;240100610;CC;2
01277;Nivollet-Montgriffon;82;01;011;0128;8210;8201;01000;000;9Z;00;0;02;01004;240100396;CC;6
01279;Oncieu;82;01;011;0128;8210;8201;01000;000;9Z;00;0;02;01004;240100396;CC;6
01280;Ordonnaz;82;01;011;0118;8210;8201;01000;999;1C;00;0;03;01034;240100412;CC;3
01281;Ornex;82;01;013;0113;8205;8219;00651;041;1C;08;6;61;74012;240100750;CC;1
01282;Outriaz;82;01;014;0106;8204;8203;01000;000;9Z;00;0;04;01269;240100867;CC;6
01283;Oyonnax;82;01;014;0198;8204;8203;01401;157;1C;05;4;43;01283;240100172;CC;1
01284;Ozan;82;01;012;0126;8203;0053;01000;089;1C;06;0;04;01305;240100685;CC;2
01285;Parcieux;82;01;012;0142;8211;8213;00757;002;1C;09;7;73;69123;240100602;CC;1
01286;Parves;82;01;011;0104;8209;8216;01000;307;1C;02;0;04;01034;240100354;CC;2
01288;Péron;82;01;013;0112;8205;8219;01000;041;1C;08;0;06;74012;240100750;CC;2
01289;Péronnas;82;01;012;0139;8203;8202;01501;076;1C;07;5;51;01053;240100628;CA;1
01290;Pérouges;82;01;012;0119;8210;8201;01204;002;1C;09;2;22;01244;240100883;CC;2
01291;Perrex;82;01;012;0127;8203;0053;01000;999;1C;00;0;05;01053;240100826;CC;3
01292;Le Petit-Abergement;82;01;014;0106;8204;8203;01000;000;9Z;00;0;03;01185;240100370;CC;6
01293;Peyriat;82;01;014;0116;8204;8203;01000;000;9Z;00;0;03;01265;240100701;CC;6
01294;Peyrieu;82;01;011;0104;8209;8216;01000;307;1C;02;0;05;01034;240100354;CC;2
01295;Peyzieux-sur-Saône;82;01;012;0132;8202;8213;01000;000;9Z;00;0;04;01348;240100594;CC;6
01296;Pirajoux;82;01;012;0111;8203;8202;01000;076;1C;07;0;04;01053;240100651;CC;2
01297;Pizay;82;01;012;0120;8211;8214;01000;002;1C;09;0;05;69123;240100610;CC;2
01298;Plagne;82;01;014;0103;8205;8219;01000;000;9Z;00;0;02;01033;240100891;CC;6
01299;Le Plantay;82;01;012;0108;8203;8214;01000;002;1C;09;0;04;01443;240100677;CC;2
01300;Le Poizat;82;01;014;0122;8204;8203;01000;000;9Z;00;0;04;01269;240100909;CC;6
01301;Polliat;82;01;012;0143;8203;8202;01000;076;1C;07;0;07;01053;240100628;CA;2
01302;Pollieu;82;01;011;0104;8209;8216;01000;307;1C;02;0;03;01034;240100354;CC;2
01303;Poncin;82;01;014;0124;8210;8201;01000;000;9Z;00;0;06;01004;240100784;CC;6
01304;Pont-d'Ain;82;01;012;0125;8210;8201;01101;000;9Z;00;1;11;01304;240100834;CC;6
01305;Pont-de-Vaux;82;01;012;0126;8203;0053;01109;000;9Z;00;1;13;01305;240100685;CC;4
01306;Pont-de-Veyle;82;01;012;0127;8203;0053;01115;089;1C;06;1;13;01306;240100826;CC;2
01307;Port;82;01;014;0122;8204;8203;01119;000;9Z;00;1;14;01265;240100909;CC;4
01308;Pougny;82;01;013;0112;8205;8219;01000;041;1C;08;0;05;74012;240100750;CC;2
01309;Pouillat;82;01;012;0133;8203;8202;01000;999;1C;00;0;02;01053;240100636;CC;3
01310;Prémeyzel;82;01;011;0104;8209;8216;01000;307;1C;02;0;04;01034;240100354;CC;2
01311;Prémillieu;82;01;011;0115;8209;8203;01000;999;1C;00;0;01;01185;240100578;CC;3
01312;Pressiat;82;01;012;0133;8203;8202;01000;076;1C;07;0;03;01053;240100636;CC;2
01313;Prévessin-Moëns;82;01;013;0113;8205;8219;00651;041;1C;08;6;61;74012;240100750;CC;1
01314;Priay;82;01;012;0125;8210;8201;01000;999;1C;00;0;06;01004;240100834;CC;3
01316;Pugieu;82;01;011;0136;8209;8216;01000;307;1C;02;0;03;01034;240100743;CC;2
01317;Ramasse;82;01;012;0107;8203;8202;01000;076;1C;07;0;04;01053;240100693;CC;2
01318;Rancé;82;01;012;0142;8211;8213;01000;002;1C;09;0;04;69123;240100735;CC;2
01319;Relevant;82;01;012;0130;8203;8213;01000;000;9Z;00;0;04;01093;240100644;CC;6
01320;Replonges;82;01;012;0102;8203;0053;01103;089;1C;06;1;12;71270;240100818;CC;2
01321;Revonnas;82;01;012;0107;8203;8202;01104;076;1C;07;1;12;01053;240100693;CC;2
01322;Reyrieux;82;01;012;0142;8211;8213;00757;002;1C;09;7;73;69123;240100602;CC;1
01323;Reyssouze;82;01;012;0126;8203;0053;01000;000;9Z;00;0;05;01305;240100685;CC;6
01325;Rignieux-le-Franc;82;01;012;0119;8210;8201;01000;002;1C;09;0;05;01244;240100883;CC;2
01328;Romans;82;01;012;0110;8203;8213;01000;000;9Z;00;0;05;01093;240100644;CC;6
01329;Rossillon;82;01;011;0136;8209;8216;01000;999;1C;00;0;03;01034;240100743;CC;3
01330;Ruffieu;82;01;011;0109;8209;8203;01000;000;9Z;00;0;03;01034;240100370;CC;6
01331;Saint-Alban;82;01;014;0124;8210;8201;01000;000;9Z;00;0;03;01004;240100784;CC;6
01332;Saint-André-de-Bâgé;82;01;012;0102;8203;0053;01111;089;1C;06;1;13;71270;240100818;CC;2
01333;Saint-André-de-Corcy;82;01;012;0142;8211;8214;01107;002;1C;09;1;13;01333;240100875;CC;2
01334;Saint-André-d'Huiriat;82;01;012;0127;8203;0053;01000;089;1C;06;0;04;01306;240100826;CC;2
01335;Saint-André-le-Bouchoux;82;01;012;0110;8203;8213;01000;999;1C;00;0;03;01093;240100644;CC;3
01336;Saint-André-sur-Vieux-Jonc;82;01;012;0139;8203;8202;01000;076;1C;07;0;05;01053;240100628;CA;2
01337;Saint-Bénigne;82;01;012;0126;8203;0053;01109;000;9Z;00;1;13;01305;240100685;CC;4
01338;Saint-Benoît;82;01;011;0118;8210;8209;01000;000;9Z;00;0;05;38022;240100347;CC;6
01339;Saint-Bernard;82;01;012;0134;8211;8213;01000;002;1C;09;0;06;69123;240100602;CC;2
01340;Saint-Bois;82;01;011;0104;8209;8216;01000;307;1C;02;0;03;01034;240100347;CC;2
01341;Saint-Champ;82;01;011;0104;8209;8216;01000;307;1C;02;0;03;01034;240100354;CC;2
01342;Sainte-Croix;82;01;012;0120;8211;8214;01000;002;1C;09;0;04;69123;240100610;CC;2
01343;Saint-Cyr-sur-Menthon;82;01;012;0127;8203;0053;01000;089;1C;06;0;06;01306;240100826;CC;2
01344;Saint-Denis-lès-Bourg;82;01;012;0143;8203;8202;01501;076;1C;07;5;51;01053;240100628;CA;1
01345;Saint-Denis-en-Bugey;82;01;011;0101;8210;8201;01303;327;1C;01;3;31;01004;240100883;CC;1
01346;Saint-Didier-d'Aussiat;82;01;012;0121;8203;8202;01000;076;1C;07;0;05;01266;240100156;CC;2
01347;Saint-Didier-de-Formans;82;01;012;0134;8211;8213;00757;002;1C;09;7;73;69123;240100602;CC;1
